3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237908e-02,3.934839065082237648e-05,2.675690564255921444e-01,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,1.495238844731250349e-01,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,3.934839065082237648e-05,1.180451719524671234e-01,3.541355158574013839e-02,2.124813095144408581e-01,1.770677579287006642e-01
2.716357907317867404e-05,2.716357907317867404e-05,4.346172651708587326e-02,4.346172651708587326e-02,1.629814744390720160e-01,2.933666539903296844e-01,8.149073721953600802e-02,8.149073721953600802e-02,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.933666539903296844e-01,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05,2.716357907317867404e-05
8.149516462023251306e-02,4.346408779745734863e-02,2.716505487341084343e-05,2.716505487341084343e-05,1.466912963164185568e-01,2.716505487341084343e-05,1.466912963164185568e-01,1.466912963164185568e-01,2.716505487341084343e-05,2.716505487341084343e-05,2.716505487341084343e-05,2.716505487341084343e-05,1.901553841138758638e-01,2.716505487341084343e-05,2.716505487341084343e-05,1.629903292404650261e-01,2.716505487341084343e-05,2.716505487341084343e-05,4.074758231011625653e-02,2.716505487341084343e-05,4.074758231011625653e-02
2.716357907317867743e-05,4.346172651708588019e-02,2.716357907317867743e-05,2.716357907317867743e-05,2.933666539903297399e-01,1.629814744390720438e-01,2.716357907317867743e-05,2.716357907317867743e-05,2.716357907317867743e-05,8.149073721953602190e-02,8.149073721953602190e-02,2.716357907317867743e-05,4.346172651708588019e-02,2.716357907317867743e-05,2.933666539903297399e-01,2.716357907317867743e-05,2.716357907317867743e-05,2.716357907317867743e-05,2.716357907317867743e-05,2.716357907317867743e-05,2.716357907317867743e-05
1.039628180039138955e-01,3.057729941291585651e-02,5.809686888454012460e-02,1.161937377690802492e-01,1.528864970645792818e-05,1.956947162426614928e-01,1.528864970645792818e-05,1.528864970645792818e-05,8.255870841487281120e-02,1.528864970645792818e-05,1.528864970645792818e-05,1.528864970645792818e-05,9.784735812133074639e-02,4.586594911937378477e-02,8.255870841487281120e-02,1.528864970645792818e-05,1.528864970645792818e-05,8.255870841487281120e-02,6.115459882583171650e-03,4.586594911937378477e-02,5.198140900195694775e-02
2.499187763976708600e-05,1.899382700622298248e-01,2.499187763976708600e-05,4.998375527953417136e-02,3.198960337890186523e-01,2.499187763976708600e-05,2.499187763976708600e-05,2.499187763976708600e-05,7.497563291930124663e-02,2.499187763976708600e-05,2.499187763976708600e-05,7.497563291930124663e-02,1.999350211181366577e-02,2.024342088821133867e-01,2.499187763976708600e-05,2.499187763976708600e-05,6.747806962737112890e-02,2.499187763976708600e-05,2.499187763976708600e-05,2.499187763976708600e-05,2.499187763976708600e-05
3.934839065082236970e-05,3.934839065082237214e-02,1.495238844731250072e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,2.124813095144408026e-01,2.124813095144408026e-01,3.934839065082236970e-05,3.147871252065789771e-02,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,2.360903439049342190e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,1.180451719524671095e-01,3.934839065082236970e-05
3.934839065082236970e-05,3.934839065082237214e-02,1.495238844731250072e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,2.124813095144408026e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.147871252065789771e-02,3.934839065082236970e-05,2.124813095144408026e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,2.360903439049342190e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,1.180451719524671095e-01
3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325632e-05,1.406678018805063712e-01,3.701784260013325084e-02,1.406678018805063712e-01,3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325084e-02,1.998963500407195670e-01,3.701784260013325632e-05,2.221070556007994912e-01,3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325632e-05,3.701784260013325632e-05,2.221070556007994912e-01,3.701784260013325632e-05
3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082237214e-02,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.147871252065789771e-02,3.934839065082236970e-05,3.934839065082236970e-05,2.124813095144408026e-01,1.180451719524671095e-01,1.495238844731250072e-01,3.934839065082236970e-05,2.360903439049342190e-01,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,3.934839065082236970e-05,2.124813095144408026e-01
